7.973843191e+02	3.079329021e+02	1.506296279e+02	5.000000000e+01	5.000000000e+01
8.046723847e+02	3.099794400e+02	1.613707153e+02	5.000000000e+01	5.000000000e+01
8.011654240e+02	3.084280647e+02	1.540818733e+02	5.000000000e+01	5.000000000e+01
8.049571193e+02	2.990228073e+02	1.553796470e+02	5.000000000e+01	5.000000000e+01
7.951267137e+02	2.917694098e+02	1.508180296e+02	5.000000000e+01	5.000000000e+01
8.024287192e+02	3.092148270e+02	1.543161078e+02	5.000000000e+01	5.000000000e+01
7.958809837e+02	3.094273607e+02	1.524022989e+02	5.000000000e+01	5.000000000e+01
7.992497283e+02	3.026624268e+02	1.587770507e+02	5.000000000e+01	5.000000000e+01
8.013495998e+02	3.074063591e+02	1.522456634e+02	5.000000000e+01	5.000000000e+01
8.048643468e+02	2.903879261e+02	1.590219961e+02	5.000000000e+01	5.000000000e+01
8.036994330e+02	3.090654056e+02	1.697925755e+02	5.000000000e+01	5.000000000e+01
7.953964646e+02	2.917235606e+02	1.500037252e+02	5.000000000e+01	5.000000000e+01
7.978813120e+02	3.023062174e+02	1.515648218e+02	5.000000000e+01	5.000000000e+01
7.981619921e+02	3.029083806e+02	1.607626931e+02	5.000000000e+01	5.000000000e+01
7.950107910e+02	3.092083639e+02	1.500032513e+02	5.000000000e+01	5.000000000e+01
8.000501640e+02	3.083560659e+02	1.616138462e+02	5.000000000e+01	5.000000000e+01
8.049121472e+02	3.062935679e+02	1.541177885e+02	5.000000000e+01	5.000000000e+01
7.951024503e+02	3.068977178e+02	1.598532855e+02	5.000000000e+01	5.000000000e+01
8.047542569e+02	3.082122885e+02	1.541510264e+02	5.000000000e+01	5.000000000e+01
7.958021097e+02	2.913675170e+02	1.614274551e+02	5.000000000e+01	5.000000000e+01
7.996312052e+02	2.958146017e+02	1.658976753e+02	5.000000000e+01	5.000000000e+01
8.035728433e+02	2.909454090e+02	1.502395873e+02	5.000000000e+01	5.000000000e+01
8.020121184e+02	3.099079287e+02	1.685641737e+02	5.000000000e+01	5.000000000e+01
7.950509271e+02	2.948255224e+02	1.699850582e+02	5.000000000e+01	5.000000000e+01
7.990464757e+02	2.906254965e+02	1.676691743e+02	5.000000000e+01	5.000000000e+01
8.038832053e+02	3.033546881e+02	1.526228074e+02	5.000000000e+01	5.000000000e+01
8.044915350e+02	2.908230080e+02	1.506435153e+02	5.000000000e+01	5.000000000e+01
